"last_change_date","barcode","available_stock","in_way_to_client","in_way_from_client","total_stock","available_stock_cost","in_way_to_client_cost","in_way_from_client_cost","total_stock_cost","sales_quantity","revenue","for_pay","sales_cost_price","gross_profit","cost_price","is_cost_price_missing","is_stock_missing","category","subject","supplier_article","brand","orig_country","color","size_group","size"
"2022-01-31","2002970862570",0,0,0,0,0,0,0,0,3,1071.00,986.85,478.08,508.77,478.08,0,1,"category 594","subject 638","supplierArticle 289","brand 611","Сербия","сиреневый",NULL,"0"
"2022-03-12","2002970862006",0,0,0,0,0,0,0,0,3,1791.00,1522.35,766.08,756.27,766.08,0,1,"category 594","subject 638","supplierArticle 325","brand 611","Сербия","сиреневый",NULL,"0"
"2022-03-25","2002970862051",0,0,0,0,0,0,0,0,15,18005.46,15766.65,27192.792,-11426.142,27192.792,0,1,"category 594","subject 638","supplierArticle 322","brand 611","Сербия","Черный",NULL,"0"
"2022-01-19","2003757777643",0,0,0,0,0,0,0,0,1,276.00,252.45,131.34,121.11,131.34,0,1,"category 594","subject 638","supplierArticle 357","brand 611","Сербия","Красный",NULL,"0"
"2022-03-17","2002970862020",0,0,0,0,0,0,0,0,11,7887.00,6729.45,13484.24,-6754.79,13484.24,0,1,"category 594","subject 638","supplierArticle 326","brand 611","Сербия","сиреневый",NULL,"0"
"2022-01-13","2003757777308",0,0,0,0,0,0,0,0,1,150.00,127.50,76.23,51.27,76.23,0,1,"category 594","subject 638","supplierArticle 299","brand 611","Сербия","Бордовый",NULL,"0"
"2022-03-08","2002970862594",0,0,0,0,0,0,0,0,4,2025.00,1723.80,538.0,1185.80,538.0,0,1,"category 594","subject 638","supplierArticle 286","brand 611","Сербия","оливковый",NULL,"0"
"2022-01-22","2002970862884",0,0,0,0,0,0,0,0,1,414.00,393.36,198.93,194.43,198.93,0,1,"category 588","subject 618","supplierArticle 420","brand 604","Сербия","Черный",NULL,"0"
"2022-01-13","2002970862709",0,0,0,0,0,0,0,0,2,474.00,402.90,166.88,236.02,166.88,0,1,"category 594","subject 638","supplierArticle 274","brand 605","Китай","Красный",NULL,"М"
"2022-02-03","2002970862716",0,0,0,0,0,0,0,0,22,10050.00,9225.90,4209.92,5015.98,4209.92,0,1,"category 594","subject 638","supplierArticle 273","brand 611","Сербия","оливковый",NULL,"0"
"2022-01-17","2002970862556",0,0,0,0,0,0,0,0,2,696.00,606.90,222.88,384.02,222.88,0,1,"category 594","subject 638","supplierArticle 288","brand 611","Сербия","Черный",NULL,"0"
"2022-01-24","2003757777681",0,0,0,0,0,0,0,0,9,1569.00,1487.94,1232.55,255.39,1232.55,0,1,"category 594","subject 638","supplierArticle 349","brand 611","Сербия","Желтый",NULL,"0"
"2022-03-02","2003757777957",0,0,0,0,0,0,0,0,1,150.00,127.50,132.61,-5.11,132.61,0,1,"category 594","subject 638","supplierArticle 338","brand 611","Сербия","Белый",NULL,"0"
"2022-02-04","2003757777902",0,0,0,0,0,0,0,0,3,1872.00,1776.06,2220.66,-444.60,2220.66,0,1,"category 588","subject 616","supplierArticle 6","brand 603","Сербия","Розовый",NULL,"0"
"2022-03-10","2002970862075",0,0,0,0,0,0,0,0,8,6834.00,5819.10,1944.16,3874.94,1944.16,0,1,"category 594","subject 638","supplierArticle 315","brand 611","Сербия","Бордовый",NULL,"0"
"2022-03-28","2002970862570",0,0,0,0,0,0,0,0,3,1312.35,1139.85,478.08,661.77,478.08,0,1,"category 594","subject 638","supplierArticle 289","brand 611","Сербия","сиреневый",NULL,"0"
"2022-02-23","2002970862570",0,0,0,0,0,0,0,0,5,2145.00,1914.00,796.80,1117.20,796.80,0,1,"category 594","subject 638","supplierArticle 289","brand 611","Сербия","сиреневый",NULL,"0"
"2022-01-07","2003757777391",0,0,0,0,0,0,0,0,11,8217.00,6984.45,3316.83,3667.62,3316.83,0,1,"category 594","subject 638","supplierArticle 94","brand 611","Сербия","Синий",NULL,"0"
"2022-01-04","2002970862136",0,0,0,0,0,0,0,0,4,600.00,510.00,134.0,376.00,134.0,0,1,"category 594","subject 638","supplierArticle 304","brand 605","Туркменистан","оливковый","XS-S","XS-S"
"2022-03-17","2003757777988",0,0,0,0,0,0,0,0,1,741.00,634.95,194.35,440.60,194.35,0,1,"category 594","subject 638","supplierArticle 323","brand 611","Сербия","Розовый",NULL,"0"
"2022-01-25","2003757777872",0,0,0,0,0,0,0,0,6,7452.00,6980.16,3956.04,3024.12,3956.04,0,1,"category 588","subject 616","supplierArticle 9","brand 603","Сербия","Черный",NULL,"0"
"2022-02-21","2002970862778",0,0,0,0,0,0,0,0,5,2385.00,2098.80,1189.85,908.95,1189.85,0,1,"category 594","subject 638","supplierArticle 267","brand 611","Сербия","Белый",NULL,"0"
"2022-01-12","2001676801036",0,0,0,0,0,0,0,0,1,150.00,127.50,48.19,79.31,48.19,0,1,"category 594","subject 638","supplierArticle 171","brand 605","Россия","Белый",NULL,"М"
"2022-03-12","2002970862853",0,0,0,0,0,0,0,0,4,1479.00,1262.25,709.65,552.60,709.65,0,1,"category 594","subject 638","supplierArticle 260","brand 605","Китай","Черный","XS-S","XS-S"
"2022-01-08","2001677202986",0,0,0,0,0,0,0,0,12,6444.00,5477.40,2098.20,3379.20,2098.20,0,1,"category 594","subject 638","supplierArticle 176","brand 611","Сербия","сиреневый",NULL,"0"
"2022-01-18","2002970862556",0,0,0,0,0,0,0,0,4,1374.00,1213.80,445.76,768.04,445.76,0,1,"category 594","subject 638","supplierArticle 288","brand 611","Сербия","Черный",NULL,"0"
"2022-02-15","2003757777865",0,0,0,0,0,0,0,0,1,597.00,543.27,236.21,307.06,236.21,0,1,"category 588","subject 618","supplierArticle 411","brand 604","Сербия","Бордовый",NULL,"0"
"2022-01-11","2002970862587",0,0,0,0,0,0,0,0,3,1071.00,910.35,519.39,390.96,519.39,0,1,"category 594","subject 638","supplierArticle 285","brand 611","Сербия","Синий",NULL,"0"
"2022-02-04","2002970862020",0,0,0,0,0,0,0,0,12,3390.00,3156.90,14710.08,-11553.18,14710.08,0,1,"category 594","subject 638","supplierArticle 326","brand 611","Сербия","сиреневый",NULL,"0"
"2022-01-06","2002970862716",0,0,0,0,0,0,0,0,9,4098.00,3496.05,1722.24,1773.81,1722.24,0,1,"category 594","subject 638","supplierArticle 273","brand 611","Сербия","оливковый",NULL,"0"
"2022-01-13","2003757777711",0,0,0,0,0,0,0,0,2,594.00,504.90,467.66,37.24,467.66,0,1,"category 594","subject 638","supplierArticle 346","brand 611","Сербия","Бордовый",NULL,"0"
"2022-01-09","2002970862198",0,0,0,0,0,0,0,0,1,150.00,127.50,57.67,69.83,57.67,0,1,"category 594","subject 638","supplierArticle 310","brand 605","Россия","Фиолетовый","Free Size","Free Size"
"2022-02-16","2002970862570",0,0,0,0,0,0,0,0,4,1401.00,1362.24,637.44,724.80,637.44,0,1,"category 594","subject 638","supplierArticle 289","brand 611","Сербия","сиреневый",NULL,"0"
"2022-02-10","2002970862969",0,0,0,0,0,0,0,0,1,1113.00,993.51,323.19,670.32,323.19,0,1,"category 588","subject 618","supplierArticle 414","brand 604","Сербия","Розовый",NULL,"0"
"2022-02-06","2002970862730",0,0,0,0,0,0,0,0,13,4719.00,4378.35,2448.81,1929.54,2448.81,0,1,"category 594","subject 638","supplierArticle 271","brand 611","Сербия","Желтый",NULL,"0"
"2022-03-04","2002970862006",0,0,0,0,0,0,0,0,5,2985.00,2555.16,1276.80,1278.36,1276.80,0,1,"category 594","subject 638","supplierArticle 325","brand 611","Сербия","сиреневый",NULL,"0"
"2022-04-06","2003757777728",0,0,0,0,0,0,0,0,1,1047.00,889.95,296.34,593.61,296.34,0,1,"category 594","subject 638","supplierArticle 347","brand 611","Сербия","Черный",NULL,"0"
"2022-03-01","2003757777438",0,0,0,0,0,0,0,0,12,8184.00,7014.63,4071.84,2942.79,4071.84,0,1,"category 594","subject 638","supplierArticle 86","brand 611","Сербия","Красный",NULL,"0"
"2022-03-09","2002970862587",0,0,0,0,0,0,0,0,8,3570.00,3039.60,1385.04,1654.56,1385.04,0,1,"category 594","subject 638","supplierArticle 285","brand 611","Сербия","Синий",NULL,"0"
"2022-03-31","2003757777742",0,0,0,0,0,0,0,0,1,297.00,252.45,247.38,5.07,247.38,0,1,"category 594","subject 638","supplierArticle 341","brand 611","Сербия","Синий",NULL,"0"
"2022-01-07","2002970862884",0,0,0,0,0,0,0,0,5,2685.00,2407.65,994.65,1413.00,994.65,0,1,"category 588","subject 618","supplierArticle 420","brand 604","Сербия","Черный",NULL,"0"
"2022-01-11","2002970862518",0,0,0,0,0,0,0,0,1,447.00,379.95,77.48,302.47,77.48,0,1,"category 590","subject 636","supplierArticle 14","brand 606","Сербия","оливковый",NULL,"0"
"2022-02-04","2002970862068",0,0,0,0,0,0,0,0,12,7290.00,6752.40,4418.16,2334.24,4418.16,0,1,"category 594","subject 638","supplierArticle 319","brand 611","Сербия","Синий",NULL,"0"
"2022-01-20","2002970862082",0,0,0,0,0,0,0,0,5,2070.00,1899.75,846.60,1053.15,846.60,0,1,"category 594","subject 638","supplierArticle 312","brand 611","Сербия","Синий",NULL,"0"
"2022-03-27","2001677202979",0,0,0,0,0,0,0,0,10,6075.00,5355.00,1973.40,3381.60,1973.40,0,1,"category 594","subject 638","supplierArticle 177","brand 611","Сербия","Синий",NULL,"0"
"2022-02-20","2001792584219",0,0,0,0,0,0,0,0,5,1690.59,1676.40,1454.85,221.55,1454.85,0,1,"category 595","subject 628","supplierArticle 452","brand 610","Сербия","Красный",NULL,"0"
"2022-01-06","2002970862020",0,0,0,0,0,0,0,0,8,2376.00,2019.60,9806.72,-7787.12,9806.72,0,1,"category 594","subject 638","supplierArticle 326","brand 611","Сербия","сиреневый",NULL,"0"
"2022-04-06","2002970862075",0,0,0,0,0,0,0,0,3,5325.00,4526.25,1215.10,3311.15,1215.10,0,1,"category 594","subject 638","supplierArticle 315","brand 611","Сербия","Бордовый",NULL,"0"
"2022-03-05","2002970862044",0,0,0,0,0,0,0,0,74,55227.00,47061.51,29540.8,17520.71,29540.8,0,1,"category 594","subject 638","supplierArticle 321","brand 611","Сербия","Бордовый",NULL,"0"
"2022-01-11","2003757777605",0,0,0,0,0,0,0,0,2,594.00,504.90,470.82,34.08,470.82,0,1,"category 594","subject 638","supplierArticle 353","brand 611","Сербия","Синий",NULL,"0"
"2022-02-09","2003757777742",0,0,0,0,0,0,0,0,5,1455.00,1408.23,1236.90,171.33,1236.90,0,1,"category 594","subject 638","supplierArticle 341","brand 611","Сербия","Синий",NULL,"0"
"2022-03-03","2001792584172",0,0,0,0,0,0,0,0,7,4158.00,3968.55,1563.52,2405.03,1563.52,0,1,"category 588","subject 618","supplierArticle 431","brand 603","Сербия","Фиолетовый",NULL,"0"
"2022-04-03","2001792584226",0,0,0,0,0,0,0,0,1,819.66,816.66,319.2,497.46,319.2,0,1,"category 595","subject 628","supplierArticle 450","brand 610","Сербия","сиреневый",NULL,"0"
"2022-01-20","2003757777889",0,0,0,0,0,0,0,0,2,1944.00,1842.72,1398.6,444.12,1398.6,0,1,"category 588","subject 616","supplierArticle 8","brand 603","Сербия","оливковый",NULL,"0"
"2022-04-05","2003757777766",0,0,0,0,0,0,0,0,3,1341.00,1139.85,567.72,572.13,567.72,0,1,"category 594","subject 638","supplierArticle 344","brand 611","Сербия","Белый",NULL,"0"
"2022-03-05","2002970862112",0,0,0,0,0,0,0,0,5,2409.00,2052.75,1391.90,660.85,1391.90,0,1,"category 594","subject 638","supplierArticle 314","brand 611","Сербия","Бордовый",NULL,"0"
"2022-04-02","2003757777407",0,0,0,0,0,0,0,0,16,11964.00,10235.70,6626.72,3608.98,6626.72,0,1,"category 594","subject 638","supplierArticle 91","brand 611","Сербия","Розовый",NULL,"0"
"2022-04-02","2003757777872",0,0,0,0,0,0,0,0,2,5292.00,5010.72,1318.68,3692.04,1318.68,0,1,"category 588","subject 616","supplierArticle 9","brand 603","Сербия","Черный",NULL,"0"
"2022-02-01","2002970862785",0,0,0,0,0,0,0,0,34,15630.00,14244.30,11396.8,2847.50,11396.8,0,1,"category 594","subject 638","supplierArticle 266","brand 611","Сербия","сиреневый",NULL,"0"
"2022-03-28","2001677202986",0,0,0,0,0,0,0,0,4,2808.00,2412.30,699.40,1712.90,699.40,0,1,"category 594","subject 638","supplierArticle 176","brand 611","Сербия","сиреневый",NULL,"0"
"2022-03-23","2002970862600",0,0,0,0,0,0,0,0,7,3819.00,3297.15,1103.76,2193.39,1103.76,0,1,"category 594","subject 638","supplierArticle 287","brand 611","Сербия","Красный",NULL,"0"
"2022-01-07","2002970862716",0,0,0,0,0,0,0,0,11,4917.00,4179.45,2104.96,2074.49,2104.96,0,1,"category 594","subject 638","supplierArticle 273","brand 611","Сербия","оливковый",NULL,"0"
"2022-01-29","2001677202955",0,0,0,0,0,0,0,0,40,25344.00,23256.00,12005.60,11250.40,12005.60,0,1,"category 594","subject 638","supplierArticle 179","brand 611","Сербия","Розовый",NULL,"0"
"2022-03-11","2003757777674",0,0,0,0,0,0,0,0,7,2073.00,1767.15,1044.75,722.40,1044.75,0,1,"category 594","subject 638","supplierArticle 348","brand 611","Сербия","Бордовый",NULL,"0"
"2022-06-18","2002970862181",0,0,0,0,0,0,0,0,-2,0.00,0.00,0.00,0.00,0.00,0,1,"category 594","subject 638","supplierArticle 309","brand 605","Россия","оливковый",NULL,"40"
"2022-01-26","2003757777995",0,0,0,0,0,0,0,0,2,1104.00,1014.90,376.74,638.16,376.74,0,1,"category 594","subject 638","supplierArticle 324","brand 611","Сербия","оливковый",NULL,"0"
"2022-04-02","2002970862556",0,0,0,0,0,0,0,0,4,1674.00,1443.30,445.76,997.54,445.76,0,1,"category 594","subject 638","supplierArticle 288","brand 611","Сербия","Черный",NULL,"0"
"2022-02-06","2001677202849",0,0,0,0,0,0,0,0,1,141.00,127.50,32.5,95.00,32.5,0,1,"category 594","subject 638","supplierArticle 253","brand 605","Россия","Синий",NULL,"45"
"2022-02-25","2002970862877",0,0,0,0,0,0,0,0,1,897.00,762.45,599.2,163.25,599.2,0,1,"category 594","subject 638","supplierArticle 258","brand 605","Россия","Бордовый","M","M"
"2022-01-18","2003757777643",0,0,0,0,0,0,0,0,2,564.00,504.90,262.68,242.22,262.68,0,1,"category 594","subject 638","supplierArticle 357","brand 611","Сербия","Красный",NULL,"0"
"2022-02-06","2001677202856",0,0,0,0,0,0,0,0,1,141.00,127.50,43.5,84.00,43.5,0,1,"category 594","subject 638","supplierArticle 252","brand 605","Россия","Белый",NULL,"30"
"2022-01-04","2003757777346",0,0,0,0,0,0,0,0,3,891.00,757.35,231.66,525.69,231.66,0,1,"category 594","subject 638","supplierArticle 294","brand 611","Сербия","Розовый",NULL,"0"
"2022-02-22","2002970862037",0,0,0,0,0,0,0,0,4,2388.00,2029.80,1576.84,452.96,1576.84,0,1,"category 594","subject 638","supplierArticle 335","brand 611","Сербия","Фиолетовый",NULL,"0"
"2022-01-04","2003757777766",0,0,0,0,0,0,0,0,1,297.00,252.45,189.24,63.21,189.24,0,1,"category 594","subject 638","supplierArticle 344","brand 611","Сербия","Белый",NULL,"0"
"2022-04-01","2007242333604",0,0,0,0,0,0,0,0,2,594.00,504.90,369.94,134.96,369.94,0,1,"category 594","subject 638","supplierArticle 105","brand 611","Сербия","Фиолетовый",NULL,"0"
"2022-01-15","2003757777728",0,0,0,0,0,0,0,0,1,297.00,252.45,296.34,-43.89,296.34,0,1,"category 594","subject 638","supplierArticle 347","brand 611","Сербия","Черный",NULL,"0"
"2022-03-04","2002970862754",0,0,0,0,0,0,0,0,5,3585.00,3065.16,1212.20,1852.96,1212.20,0,1,"category 594","subject 638","supplierArticle 269","brand 611","Сербия","Белый",NULL,"0"
"2022-03-13","2003757777735",0,0,0,0,0,0,0,0,2,594.00,504.90,290.54,214.36,290.54,0,1,"category 594","subject 638","supplierArticle 342","brand 611","Сербия","сиреневый",NULL,"0"
"2022-02-12","2002970862778",0,0,0,0,0,0,0,0,7,2802.72,2753.52,1665.79,1087.73,1665.79,0,1,"category 594","subject 638","supplierArticle 267","brand 611","Сербия","Белый",NULL,"0"
"2022-01-30","2001792584226",0,0,0,0,0,0,0,0,4,2076.90,2029.80,1276.8,753.00,1276.8,0,1,"category 595","subject 628","supplierArticle 450","brand 610","Сербия","сиреневый",NULL,"0"
"2022-03-02","2002970862082",0,0,0,0,0,0,0,0,9,5253.00,4465.05,1523.88,2941.17,1523.88,0,1,"category 594","subject 638","supplierArticle 312","brand 611","Сербия","Синий",NULL,"0"
"2022-02-11","2003757777780",0,0,0,0,0,0,0,0,1,213.00,201.45,141.29,60.16,141.29,0,1,"category 594","subject 638","supplierArticle 301","brand 611","Сербия","Черный",NULL,"0"
"2022-03-20","2002970862020",0,0,0,0,0,0,0,0,13,9966.00,8506.80,17161.76,-8654.96,17161.76,0,1,"category 594","subject 638","supplierArticle 326","brand 611","Сербия","сиреневый",NULL,"0"
"2022-04-05","2002970862594",0,0,0,0,0,0,0,0,2,1044.00,887.40,269.0,618.40,269.0,0,1,"category 594","subject 638","supplierArticle 286","brand 611","Сербия","оливковый",NULL,"0"
"2022-01-26","2001677202993",0,0,0,0,0,0,0,0,17,9354.00,8575.65,4951.59,3624.06,4951.59,0,1,"category 594","subject 638","supplierArticle 175","brand 611","Сербия","Фиолетовый",NULL,"0"
"2022-02-25","2003757777766",0,0,0,0,0,0,0,0,4,1788.00,1519.80,756.96,762.84,756.96,0,1,"category 594","subject 638","supplierArticle 344","brand 611","Сербия","Белый",NULL,"0"
"2022-02-03","2002970862112",0,0,0,0,0,0,0,0,14,5935.95,5446.80,3897.32,1549.48,3897.32,0,1,"category 594","subject 638","supplierArticle 314","brand 611","Сербия","Бордовый",NULL,"0"
"2022-04-05","2007242333574",0,0,0,0,0,0,0,0,15,4605.00,3914.25,4984.80,-1070.55,4984.80,0,1,"category 594","subject 638","supplierArticle 112","brand 611","Сербия","Белый",NULL,"0"
"2022-01-22","2001792584202",0,0,0,0,0,0,0,0,1,549.00,519.39,223.44,295.95,223.44,0,1,"category 595","subject 628","supplierArticle 449","brand 610","Сербия","Синий",NULL,"0"
"2022-03-07","2002970862600",0,0,0,0,0,0,0,0,7,3546.00,3016.65,1103.76,1912.89,1103.76,0,1,"category 594","subject 638","supplierArticle 287","brand 611","Сербия","Красный",NULL,"0"
"2022-01-07","2003757777803",0,0,0,0,0,0,0,0,11,10167.00,9141.36,5007.64,4133.72,5007.64,0,1,"category 588","subject 618","supplierArticle 435","brand 603","Сербия","Желтый",NULL,"0"
"2022-03-24","2003757777803",0,0,0,0,0,0,0,0,3,4968.00,4744.08,1365.72,3378.36,1365.72,0,1,"category 588","subject 618","supplierArticle 435","brand 603","Сербия","Желтый",NULL,"0"
"2022-03-16","2003757777407",0,0,0,0,0,0,0,0,4,3252.00,2769.30,1656.68,1112.62,1656.68,0,1,"category 594","subject 638","supplierArticle 91","brand 611","Сербия","Розовый",NULL,"0"
"2022-02-12","2003757777902",0,0,0,0,0,0,0,0,5,3120.00,3040.86,3701.10,-660.24,3701.10,0,1,"category 588","subject 616","supplierArticle 6","brand 603","Сербия","Розовый",NULL,"0"
"2022-01-13","2003757777414",0,0,0,0,0,0,0,0,6,4650.45,4064.70,2262.96,1801.74,2262.96,0,1,"category 594","subject 638","supplierArticle 83","brand 611","Сербия","Красный",NULL,"0"
"2022-04-02","2007242333598",0,0,0,0,0,0,0,0,5,1785.00,1517.25,689.85,827.40,689.85,0,1,"category 594","subject 638","supplierArticle 109","brand 611","Сербия","Фиолетовый",NULL,"0"
"2022-03-14","2001792584226",0,0,0,0,0,0,0,0,2,1275.90,1269.90,638.4,631.50,638.4,0,1,"category 595","subject 628","supplierArticle 450","brand 610","Сербия","сиреневый",NULL,"0"
"2022-01-15","2002970862099",0,0,0,0,0,0,0,0,9,4326.00,3751.05,2262.33,1488.72,2262.33,0,1,"category 594","subject 638","supplierArticle 313","brand 611","Сербия","Синий",NULL,"0"
"2022-02-08","2001677202955",0,0,0,0,0,0,0,0,68,41031.00,38382.60,20409.52,17973.08,20409.52,0,1,"category 594","subject 638","supplierArticle 179","brand 611","Сербия","Розовый",NULL,"0"
"2022-01-30","2003757777612",0,0,0,0,0,0,0,0,4,1047.00,961.17,657.80,303.37,657.80,0,1,"category 594","subject 638","supplierArticle 354","brand 611","Сербия","оливковый",NULL,"0"
"2022-03-22","2002970862877",0,0,0,0,0,0,0,0,-1,-747.00,-634.95,-599.2,-35.75,-599.2,0,1,"category 594","subject 638","supplierArticle 258","brand 605","Россия","Бордовый","M","M"
"2022-06-18","2002970862198",0,0,0,0,0,0,0,0,-2,-1.50,-1.50,0.00,-1.50,0.00,0,1,"category 594","subject 638","supplierArticle 310","brand 605","Россия","Фиолетовый","Free Size","Free Size"
"2022-02-28","2003757777926",0,0,0,0,0,0,0,0,-1,-1671.00,-1491.51,-781.32,-710.19,-781.32,0,1,"category 588","subject 616","supplierArticle 4","brand 603","Сербия","Бордовый",NULL,"0"
"2022-03-17","2002970862754",0,0,0,0,0,0,0,0,4,3582.00,3049.80,969.76,2080.04,969.76,0,1,"category 594","subject 638","supplierArticle 269","brand 611","Сербия","Белый",NULL,"0"
"2022-01-06","2002970862198",0,0,0,0,0,0,0,0,1,150.00,127.50,57.67,69.83,57.67,0,1,"category 594","subject 638","supplierArticle 310","brand 605","Россия","Фиолетовый","Free Size","Free Size"
"2022-01-14","2002970862655",0,0,0,0,0,0,0,0,1,297.00,252.45,98.34,154.11,98.34,0,1,"category 594","subject 638","supplierArticle 278","brand 605","Туркменистан","Черный","M-L","M-L"
"2022-02-21","2002970862075",0,0,0,0,0,0,0,0,14,13203.00,11311.80,3402.28,7909.52,3402.28,0,1,"category 594","subject 638","supplierArticle 315","brand 611","Сербия","Бордовый",NULL,"0"
"2022-01-23","2002970862174",0,0,0,0,0,0,0,0,4,564.00,510.00,162.84,347.16,162.84,0,1,"category 594","subject 638","supplierArticle 308","brand 605","Китай","Синий",NULL,"М"
"2022-04-04","2002970862044",0,0,0,0,0,0,0,0,16,23877.00,20359.20,6387.2,13972.00,6387.2,0,1,"category 594","subject 638","supplierArticle 321","brand 611","Сербия","Бордовый",NULL,"0"
"2022-03-20","2003757777643",0,0,0,0,0,0,0,0,4,1368.00,1162.80,525.36,637.44,525.36,0,1,"category 594","subject 638","supplierArticle 357","brand 611","Сербия","Красный",NULL,"0"
"2022-02-10","2001676801029",0,0,0,0,0,0,0,0,30,14055.00,13411.62,6349.50,7062.12,6349.50,0,1,"category 594","subject 638","supplierArticle 172","brand 611","Сербия","Черный",NULL,"0"
"2022-01-20","2003757777735",0,0,0,0,0,0,0,0,1,276.00,252.45,145.27,107.18,145.27,0,1,"category 594","subject 638","supplierArticle 342","brand 611","Сербия","сиреневый",NULL,"0"
"2022-01-27","2001676801111",0,0,0,0,0,0,0,0,1,138.00,127.50,52.93,74.57,52.93,0,1,"category 594","subject 638","supplierArticle 166","brand 605","Китай","Бордовый",NULL,"46"
"2022-02-17","2001677202993",0,0,0,0,0,0,0,0,7,1707.00,1522.35,2038.89,-516.54,2038.89,0,1,"category 594","subject 638","supplierArticle 175","brand 611","Сербия","Фиолетовый",NULL,"0"
"2022-01-01","2002970862105",0,0,0,0,0,0,0,0,-1,-549.00,-466.65,-323.19,-143.46,-323.19,0,1,"category 594","subject 638","supplierArticle 311","brand 611","Сербия","Синий",NULL,"0"
"2022-02-23","2003757777438",0,0,0,0,0,0,0,0,5,3285.00,2890.80,1696.60,1194.20,1696.60,0,1,"category 594","subject 638","supplierArticle 86","brand 611","Сербия","Красный",NULL,"0"
"2022-01-03","2002970862853",0,0,0,0,0,0,0,0,1,537.00,456.45,141.93,314.52,141.93,0,1,"category 594","subject 638","supplierArticle 260","brand 605","Китай","Черный","XS-S","XS-S"
"2022-01-10","2001676801036",0,0,0,0,0,0,0,0,1,150.00,127.50,48.19,79.31,48.19,0,1,"category 594","subject 638","supplierArticle 171","brand 605","Россия","Белый",NULL,"М"
"2022-03-22","2003757777438",0,0,0,0,0,0,0,0,8,6582.00,5615.10,2714.56,2900.54,2714.56,0,1,"category 594","subject 638","supplierArticle 86","brand 611","Сербия","Красный",NULL,"0"
"2022-03-18","2002970862860",0,0,0,0,0,0,0,0,1,747.00,634.95,323.46,311.49,323.46,0,1,"category 594","subject 638","supplierArticle 259","brand 605","Россия","сиреневый",NULL,"17"
"2022-02-28","2003757777995",0,0,0,0,0,0,0,0,7,2529.00,2185.29,1318.59,866.70,1318.59,0,1,"category 594","subject 638","supplierArticle 324","brand 611","Сербия","оливковый",NULL,"0"
"2022-01-13","2003757777803",0,0,0,0,0,0,0,0,3,2691.00,2368.08,1365.72,1002.36,1365.72,0,1,"category 588","subject 618","supplierArticle 435","brand 603","Сербия","Желтый",NULL,"0"
"2022-03-02","2002970862846",0,0,0,0,0,0,0,0,2,684.00,581.40,368.52,212.88,368.52,0,1,"category 594","subject 638","supplierArticle 261","brand 605","Россия","оливковый",NULL,"М"
"2022-01-25","2003757777728",0,0,0,0,0,0,0,0,6,2361.00,2152.20,1778.04,374.16,1778.04,0,1,"category 594","subject 638","supplierArticle 347","brand 611","Сербия","Черный",NULL,"0"
"2022-03-23","2002970862006",0,0,0,0,0,0,0,0,2,1344.00,1142.40,510.72,631.68,510.72,0,1,"category 594","subject 638","supplierArticle 325","brand 611","Сербия","сиреневый",NULL,"0"
"2022-01-06","2001677202979",0,0,0,0,0,0,0,0,1,537.00,456.45,197.34,259.11,197.34,0,1,"category 594","subject 638","supplierArticle 177","brand 611","Сербия","Синий",NULL,"0"
"2022-02-10","2003757777681",0,0,0,0,0,0,0,0,3,831.00,775.17,410.85,364.32,410.85,0,1,"category 594","subject 638","supplierArticle 349","brand 611","Сербия","Желтый",NULL,"0"
"2022-01-18","2003757777636",0,0,0,0,0,0,0,0,1,297.00,252.45,239.2,13.25,239.2,0,1,"category 594","subject 638","supplierArticle 355","brand 611","Сербия","Желтый",NULL,"0"
"2022-02-19","2003757777933",0,0,0,0,0,0,0,0,3,2166.00,2049.45,1616.01,433.44,1616.01,0,1,"category 588","subject 616","supplierArticle 3","brand 603","Сербия","Синий",NULL,"0"
"2022-01-31","2003757777803",0,0,0,0,0,0,0,0,10,8340.00,7893.60,4552.40,3341.20,4552.40,0,1,"category 588","subject 618","supplierArticle 435","brand 603","Сербия","Желтый",NULL,"0"
"2022-02-08","2002970862075",0,0,0,0,0,0,0,0,22,17931.45,16773.90,5346.44,11427.46,5346.44,0,1,"category 594","subject 638","supplierArticle 315","brand 611","Сербия","Бордовый",NULL,"0"
"2022-01-26","2003757777674",0,0,0,0,0,0,0,0,9,1572.00,1484.37,1343.25,141.12,1343.25,0,1,"category 594","subject 638","supplierArticle 348","brand 611","Сербия","Бордовый",NULL,"0"
"2022-01-05","2002970862907",0,0,0,0,0,0,0,0,-1,-1947.00,-1810.71,-577.61,-1233.10,-577.61,0,1,"category 588","subject 618","supplierArticle 418","brand 604","Сербия","Лиловый",NULL,"0"
"2022-03-02","2001676801012",0,0,0,0,0,0,0,0,15,8850.00,7537.26,3174.75,4362.51,3174.75,0,1,"category 594","subject 638","supplierArticle 173","brand 611","Сербия","Черный",NULL,"0"
"2022-02-19","2002970862082",0,0,0,0,0,0,0,0,27,8425.56,7544.91,4571.64,2973.27,4571.64,0,1,"category 594","subject 638","supplierArticle 312","brand 611","Сербия","Синий",NULL,"0"
"2022-01-22","2003757777926",0,0,0,0,0,0,0,0,4,3888.00,3685.44,3125.28,560.16,3125.28,0,1,"category 588","subject 616","supplierArticle 4","brand 603","Сербия","Бордовый",NULL,"0"
